,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_true,sigma_estimate,ndt_true,ndt_estimate,mu_z,std_z,corr,sig_to_var
61,3.4708633089818,2.679493029797187,1.1787303064391728,1.0792827054273968,0.6179693796920417,0.6511926817765662,0.3700371951117291,1.284235943793015,0.8972678389826887,1.0,2.2394784951507822,0.3758956027783105,noise,3.4164697173922796
62,3.5654764834429433,3.761315810889522,1.0164598678380206,0.9829367484091152,0.9637312556727128,1.027569642537013,0.894053939270488,0.9273461344194986,0.9495770395533845,0.9295770019097991,1.7107035964985098,0.9271130067700563,ndt,1.000251455483571
63,2.0545015994243374,1.5,0.7899235534951029,0.35197775480893145,2.6416843441958022,3.0,0.23686332873131244,1.8363229576115976,0.3794236735246221,0.47442370377357507,2.2898912305404977,0.23954191008638398,noise,7.665977769607748
64,2.115830833730801,2.034206368037424,1.0359319184493256,0.9052855635010999,0.9866479946864214,1.006114084991304,0.5996874429806518,0.6022987334588881,0.1741599450185206,0.1801834861844391,1.6480713988481686,0.6022358516588273,ndt,1.0001044139100779
65,1.937218087486166,3.5414924638112875,0.1343151516466478,0.25862912707144176,0.6398166517675906,0.5733670960866741,0.21976627121729556,0.2224974313401662,0.8881320549010213,0.24254164401647982,0.23852483616315895,0.22247994952699704,noise,1.000078577027756
66,3.499653924802967,2.9387865822002137,1.8975568518374373,1.530475823077799,2.5042975792987834,2.7061007315274725,0.2164127898509642,0.22559994002121173,0.5876033268020332,0.6037618438536401,0.06350867807722249,0.2255113999949673,ndt,1.0003926188487429
67,3.1576891503283613,1.5,1.2974931271114158,0.8684012317069174,1.7147354115093918,1.8324708774836402,0.3129002236825538,1.5797021748996958,0.7801412429355188,0.9911412586254535,2.552150411912498,0.3261440024126518,noise,4.8435726648776045
68,2.8810514517360346,2.8550510728851872,0.8898895783476164,0.9917208135738438,2.2146814729881568,2.0689366477853453,0.40677998771327606,0.39797034707437684,0.5361906499160694,0.5511924392544784,1.1933426934604625,0.39781423504676916,ndt,1.0003924244379776
69,2.1287516453680966,1.5,0.21837363910642776,0.1,2.4073675671116996,2.4538533485642655,0.2883346224988447,0.42737549266762703,0.29804469042196446,0.4658793663399536,0.8132284674287796,0.2777614358663008,noise,1.538642293285603
70,3.7714642727631715,3.683020526249827,0.3148063167061005,0.19499004356376243,1.679946268617067,1.9854549020375574,0.8207420909620505,0.8197627629523163,0.888682063715105,0.902683676074368,1.7797023396104539,0.8197443464930919,ndt,1.0000224661009292
71,1.9805650749689936,1.5040677380285843,0.25253882821935314,0.12529814619158858,1.4600907874902882,1.5321995641758674,0.7089673084505902,2.0526765216538734,0.7180098667255023,0.860967572561074,2.764893418212943,0.7005523284667645,noise,2.930083076229838
72,3.2767901485955493,3.6101891223382214,1.0894919284769915,1.1240660947249834,2.8958654484772315,2.999988196068742,0.14491284082674005,0.15073042199007503,0.17217925202334336,0.164179263573764,1.285535524945897,0.15072229288249,ndt,1.0000539343412946
73,2.8782137852406464,3.182835648460947,1.9270155229479278,2.0,1.8481491420401195,1.8229454679278954,0.3318105725732447,0.33834386407128914,0.9847634680322899,0.9747942145299011,2.123262742789104,0.33833933323614135,ndt,1.0000133913934997
74,3.279145285507017,1.5,1.7381796000829524,1.4281970188628594,2.5597062298795326,2.923705196148767,0.10608694629910821,0.3919097897551171,0.5790432275129019,0.7641067486789912,1.1422751212648024,0.10567294859278992,noise,3.7087049710833675
